
"2025-04-24T16:44:29.364Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So → So11111111111111111111111111111111111111112",2,2.000368142,"0.000368","0.058903"
"2025-04-24T16:45:22.981Z","So11111111111111111111111111111111111111112 → Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB → JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN → So11111111111111111111111111111111111111112",2,2.000385917,"0.000386","0.061747"
"2025-04-24T16:47:29.179Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So → So11111111111111111111111111111111111111112",2,2.000101643,"0.000102","0.016263"
"2025-04-24T16:48:04.910Z","So11111111111111111111111111111111111111112 → Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB → JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN → So11111111111111111111111111111111111111112",2,2.000905666,"0.000906","0.144907"
"2025-04-24T16:56:51.249Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So → So11111111111111111111111111111111111111112",2,2.000206184,"0.000206","0.032989"
"2025-04-24T16:57:00.662Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So → So11111111111111111111111111111111111111112",2,2.000135221,"0.000135","0.021635"
"2025-04-24T16:57:08.764Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN → So11111111111111111111111111111111111111112",2,2.000111443,"0.000111","0.017831"
"2025-04-24T17:13:22.215Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN → So11111111111111111111111111111111111111112",2,2.000691216,"0.000691","0.110595"
"2025-04-24T17:13:44.726Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So → So11111111111111111111111111111111111111112",2,2.000336451,"0.000336","0.053832"
"2025-04-24T17:14:40.748Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN → So11111111111111111111111111111111111111112",2,2.000389994,"0.000390","0.062399"
"2025-04-24T17:14:52.013Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So → So11111111111111111111111111111111111111112",2,2.001339841,"0.001340","0.214375"
"2025-04-24T17:15:03.200Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So → So11111111111111111111111111111111111111112",2,2.001987256,"0.001987","0.317961"
"2025-04-24T17:15:14.362Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So → So11111111111111111111111111111111111111112",2,2.000834342,"0.000834","0.133495"
"2025-04-24T17:16:32.927Z","So11111111111111111111111111111111111111112 → Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB → JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN → So11111111111111111111111111111111111111112",2,2.000567703,"0.000568","0.090832"
"2025-04-25T16:28:21.610Z","So11111111111111111111111111111111111111112 → Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB → JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN → So11111111111111111111111111111111111111112",2,2.00047909,"0.000479","0.076654"
"2025-04-25T16:31:06.234Z","So11111111111111111111111111111111111111112 → EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v → mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So → So11111111111111111111111111111111111111112",2,2.0003254,"0.000325","0.052064"
